IDs	Symbols
105245314	Gm40789
105245315	Gm40790
105245316	Gm40791
105245317	Gm40792
105245318	Gm40793
105245319	Gm40794
105245320	Gm40795
105245321	Gm40796
105245322	Gm40797
105245323	Gm40798
105245324	Gm40799
105245325	Gm40800
105245326	Gm40801
105245327	Gm40802
105245328	LOC105245328
105245329	Gm40803
105245330	Gm40804
105245331	Gm40805
105245332	Gm40806
105245333	Gm40807
105245334	Gm40808
105245335	Gm40809
105245336	Gm26923
105245337	Gm40810
105245338	Gm40811
105245340	Gm40812
105245341	Gm40813
105245342	Gm40814
105245343	Gm40815
105245344	Gm40816
105245345	Gm40817
105245346	Gm40818
105245347	Gm40819
105245348	Gm40820
105245349	Gm40821
105245350	Gm40822
105245351	Gm40823
105245353	Gm40824
105245354	Gm40825
105245356	Gm40826
105245357	Gm40827
105245359	LOC105245359
105245360	Gm40828
105245361	Gm40829
105245362	Gm40830
105245363	Gm40831
105245364	Gm40832
105245365	LOC105245365
105245366	Gm40833
105245367	Gm11337
105245368	Gm40834
105245369	Gm40835
105245370	Gm40836
105245371	Gm40837
105245372	Gm40838
105245373	Gm40839
105245374	Gm40840
105245375	Gm40841
105245376	Gm40842
105245377	Gm40843
105245378	Gm40844
105245379	Gm40845
105245380	Gm40846
105245381	Gm40847
105245382	LOC105245382
105245383	Gm40848
105245384	Gm40849
105245386	Gm40850
105245387	Gm40851
105245388	Gm40852
105245389	Gm40853
105245390	Gm40854
105245391	Gm40855
105245392	Gm40856
105245393	Gm40857
105245394	Gm40858
105245396	LOC105245396
105245397	Gm40859
105245398	Gm40860
105245399	Gm40861
105245400	Gm40862
105245401	Gm40863
105245402	Gm40864
105245403	Gm40865
105245404	Gm40866
105245405	Gm40867
105245406	LOC105245406
105245407	Gm40868
105245408	Gm40869
105245409	Gm40870
105245410	Gm40871
105245411	LOC105245411
105245412	Gm40872
105245413	Gm11377
105245414	Gm40873
105245415	LOC105245415
105245416	Gm40874
105245417	Gm40875
105245418	Gm40876
105245419	Gm40877
105245420	Gm40878
105245421	Gm40879
105245422	LOC105245422
105245423	Gm40880
105245424	Gm40881
105245426	Gm40882
105245427	Gm40883
105245428	Gm40884
105245429	Gm40885
105245430	Gm40886
105245431	Gm40887
105245432	Gm40888
105245433	Gm40889
105245434	Gm40890
105245435	Gm40891
105245436	Gm40892
105245437	Gm40893
105245438	Gm40894
105245439	LOC105245439
105245440	LOC105245440
105245441	Gm40895
105245442	Gm40896
105245443	Gm40897
105245444	Gm40898
105245445	Gm40899
105245446	Gm40900
105245448	Gm40901
105245449	Gm40902
105245451	Gm40903
105245452	Gm40904
105245453	LOC105245453
105245454	Gm40905
105245455	Gm40906
105245457	Gm40907
105245458	Gm40908
105245459	Gm40909
105245460	LOC105245460
105245461	Gm40910
105245462	Gm40911
105245463	Gm40912
105245464	Gm40913
105245465	Gm40914
105245466	Gm40915
105245467	Gm40916
105245468	Gm40917
105245469	Gm40918
105245470	Gm40919
105245471	Gm40920
105245472	Gm40921
105245473	Gm40922
105245474	Gm40923
105245475	Gm40924
105245476	Gm40925
105245477	Gm40926
105245478	Gm15813
105245479	Gm40927
105245480	Gm40928
105245481	Gm40929
105245482	Gm40930
105245483	Gm40931
105245484	Gm40932
105245485	Gm40933
105245486	Gm40934
105245487	Gm40935
105245488	Gm40936
105245489	Gm40937
105245490	Gm40938
105245491	Gm40939
105245492	Gm40940
105245493	Gm40941
105245494	Gm40942
105245495	Gm40943
105245496	Gm40944
105245497	Gm40945
105245498	Gm40946
105245499	Gm40947
105245500	Gm40948
105245501	Gm40949
105245502	Gm40950
105245503	Gm40951
105245504	Gm40952
105245505	Gm40953
105245506	Gm40954
105245507	Gm40955
105245508	Gm16578
105245510	Gm40957
105245511	Gm40958
105245512	Gm40959
105245513	Gm40960
105245514	Gm40961
105245515	Gm40962
105245516	LOC105245516
105245517	Gm40963
105245518	Gm40964
105245519	Gm40965
105245520	Gm40966
105245521	Gm40967
105245522	Gm40968
105245523	Gm40969
105245524	Gm40970
105245525	Gm40971
105245526	Gm40972
105245528	Gm40973
105245529	Gm40974
105245530	Gm40975
105245531	Gm40976
105245532	Gm40977
105245533	Gm40978
105245534	Gm40979
105245535	Gm40980
105245536	Gm40981
105245537	Gm40982
105245538	Gm40983
105245539	Gm40984
105245540	Gm40985
105245541	Gm40986
105245542	Gm40987
105245543	Gm40988
105245544	Gm40989
105245545	Gm10323
105245546	Gm40990
105245547	Gm40991
105245548	Gm40992
105245549	Gm40993
105245550	Gm40994
105245551	Gm40995
105245552	Gm40996
105245553	Gm40997
105245554	Gm40998
105245555	Gm40999
105245556	Gm41000
105245557	Gm41001
105245558	Gm41002
105245559	Gm41003
105245560	Gm16125
105245561	Gm41004
105245562	LOC105245562
105245563	Gm41005
105245564	Gm41006
105245565	Gm41007
105245566	LOC105245566
105245567	Gm41008
105245568	Gm41009
105245569	Gm41010
105245570	Gm26803
105245571	Gm41011
105245572	Gm41012
105245573	Gm41013
105245574	Gm41014
105245575	Gm41015
105245576	Gm41016
105245577	LOC105245577
105245578	LOC105245578
105245579	Gm41017
105245580	LOC105245580
105245585	LOC105245585
105245586	Gm41018
105245587	Gm41019
105245588	Gm41020
105245589	Gm41021
105245590	Gm41022
105245591	Gm41023
105245592	Gm41024
105245593	Gm41025
105245594	Gm41026
105245595	Gm29543
105245596	Gm41027
105245597	Gm41028
105245598	Gm41029
105245599	Gm41030
105245600	Gm41031
105245601	Gm41032
105245602	Gm41033
105245603	Gm41034
105245604	Gm41035
105245605	Gm41036
105245606	Gm41037
105245607	Gm41038
105245608	Gm41039
105245610	Gm41040
105245611	Gm41041
105245612	Gm41042
105245613	Gm41043
105245614	Gm41044
105245615	Gm41045
105245616	Gm41046
105245617	Gm41047
105245618	Gm41048
105245619	Gm41049
105245620	Gm41050
105245621	Gm41051
105245622	Gm41052
105245623	Gm22118
105245624	Gm41053
105245625	Gm41054
105245626	Gm41055
105245627	Gm41056
105245628	Gm41057
105245629	Gm41058
105245630	Gm41059
105245631	Gm15286
105245632	Gm41060
105245633	Gm41061
105245634	Gm41062
105245635	Gm41063
105245636	Gm41064
105245637	Gm41065
105245638	Gm41066
105245639	Gm41067
105245640	Gm41068
105245641	Gm41069
105245642	Gm41070
105245643	Gm41071
105245644	Gm41072
105245645	Gm41073
105245646	Gm41074
105245647	Gm41075
105245648	LOC105245648
105245649	Gm41076
105245650	Gm41077
105245651	LOC105245651
105245652	Gm41078
105245653	Gm41079
105245654	Gm41080
105245655	Gm41081
105245657	Gm41082
105245659	Gm41083
105245661	Gm41084
105245662	Gm41085
105245663	Gm41086
105245664	Gm41087
105245665	Gm3542
105245666	Gm41088
105245667	Gm41089
105245668	Gm26650
105245669	Gm41090
105245670	Gm41091
105245672	Gm41092
105245673	LOC105245673
105245674	Gm41093
105245675	LOC105245675
105245676	Gm26991
105245677	Gm41094
105245678	Gm41095
105245679	Gm41096
105245680	Gm41097
105245681	Gm41098
105245682	Gm41099
105245683	Gm41100
105245684	Gm3012
105245688	Gm41101
105245689	Gm41102
105245690	Gm41103
105245691	Gm17030
105245692	Gm41104
105245693	Gm41105
105245694	Gm41106
105245695	Gm41107
105245696	LOC105245696
105245697	Gm41108
105245698	Gm41109
105245699	Gm41110
105245700	Gm41111
105245701	Gm41112
105245702	Gm41113
105245705	Anxa11os
105245706	Gm41114
105245707	Gm41115
105245708	Gm41116
105245709	Gm41117
105245710	Gm41118
105245711	Gm41119
105245712	Gm41120
105245713	Gm41121
105245715	Gm41123
105245716	Gm41124
105245717	Gm41125
105245718	Gm41126
105245719	Gm41127
105245720	Gm17210
105245722	Gm41128
105245723	Gm41129
105245724	Gm41130
105245727	Gm41131
105245729	Gm41132
105245730	Gm41133
105245731	Gm41134
105245732	Gm41135
105245734	LOC105245734
105245736	Gm41136
105245737	LOC105245737
105245738	Gm41137
105245739	Gm41138
105245740	Gm41139
105245741	Gm41140
105245742	Gm41141
105245743	Gm41142
105245744	Gm41143
105245745	Gm41144
105245746	Gm41145
105245747	Gm41146
105245748	Gm41147
105245749	Gm41148
105245750	Gm41149
105245751	Gm41150
105245752	Gm41151
105245753	Gm41152
105245754	Gm41153
105245755	Gm41154
105245756	Gm41155
105245757	Gm41156
105245758	Gm41157
105245759	Gm41158
105245760	Gm41159
105245761	Gm41160
105245762	Gm41161
105245764	Gm41162
105245765	Gm41163
105245766	Gm41164
105245767	LOC105245767
105245768	Gm41165
105245769	Gm41166
105245770	Gm29266
105245771	Gm41167
105245772	Gm41168
105245773	Gm41169
105245774	Gm41170
105245775	Gm41171
105245776	Gm41172
105245777	Gm41173
105245778	Gm41174
105245779	Gm17232
105245780	Gm15918
105245781	Gm41175
105245782	Gm41176
105245783	LOC105245783
105245784	Gm41177
105245785	LOC105245785
105245786	Gm41178
105245787	Gm41179
105245788	Gm41180
105245789	Gm41181
105245790	Gm41182
105245791	Gm41183
105245792	Gm41184
105245793	Gm41185
105245794	Gm41186
105245795	Gm20675
105245796	Gm41187
105245797	Gm41188
105245798	Gm41189
105245799	Gm41190
105245800	Gm41191
105245801	Gm41192
105245802	Gm37762
105245803	Gm41193
105245804	Gm41194
105245805	Gm41195
105245806	Gm41196
105245807	Gm41197
105245808	Gm41198
105245809	Gm41199
105245810	Gm41200
105245811	Gm41201
105245812	Gm41202
105245813	Gm41203
105245814	Gm41204
105245815	Gm41205
105245816	Gm41206
105245817	Gm41207
105245818	Gm41208
105245819	Gm41209
105245820	Gm41210
105245821	Gm41211
105245822	Gm41212
105245823	Gm41213
105245824	Gm41214
105245825	Gm41215
105245826	Gm41216
105245827	Gm41217
105245828	Gm41218
105245829	Gm41219
105245830	Gm41220
105245831	Gm41221
105245832	Gm41222
105245833	Gm41223
105245834	Gm41224
105245835	LOC105245835
105245836	Gm41225
105245837	Gm41226
105245838	Gm41227
105245839	Gm41228
105245840	Gm41229
105245841	Gm41230
105245842	Gm41231
105245843	Gm41232
105245844	Gm41233
105245845	Gm41234
105245846	Gm41235
105245847	Gm41236
105245848	Gm41237
105245849	Gm41238
105245850	Gm41239
105245851	Gm41240
105245852	Gm41241
105245853	Gm41242
105245854	Gm41243
105245855	Gm41244
105245856	Gm41245
105245857	Gm41246
105245858	Gm41247
105245859	Gm41248
105245860	LOC105245860
105245861	Gm41249
105245862	Gm41250
105245863	Gm41251
105245864	Gm41252
105245865	Gm41253
105245866	Gm15735
105245868	Gm25380
105245869	LOC105245869
105245870	Gm41254
105245871	Gm41255
105245872	Gm41256
105245873	Gm15938
105245874	Gm41257
105245875	Gm41258
105245876	Gm41259
105245877	Gm41260
105245878	Gm41261
105245879	Gm41262
105245880	Gm41263
105245881	Gm41264
105245882	LOC105245882
105245883	Gm41265
105245884	Gm41266
105245885	Gm41267
105245886	Gm41268
105245887	Gm41269
105245888	Gm41270
105245890	Gm41271
105245891	Gm41272
105245892	Gm41273
105245893	Gm41274
105245894	Gm41275
105245895	Gm41276
105245896	Gm41277
105245897	Gm41278
105245898	Gm41279
105245899	LOC105245899
105245900	Gm41280
105245901	Gm41281
105245902	Gm41282
105245903	Gm41283
105245904	Gm41284
105245905	Gm41285
105245906	Gm41286
105245907	Gm41287
105245908	Gm41288
105245909	Gm41289
105245910	Gm41290
105245911	Gm41291
105245912	Gm41292
105245913	Gm41293
105245914	Gm41294
105245915	Gm41295
105245916	Gm41296
105245917	Gm41297
105245918	Gm41298
105245919	Gm41299
105245920	Gm41300
105245921	Gm41301
105245922	Gm41302
105245923	Gm41303
105245924	LOC105245924
105245925	Gm15942
105245926	Gm41304
105245927	Gm41305
105245928	Gm41306
105245929	Gm41307
105245930	Gm41308
105245931	Gm41309
105245937	Gm41310
105245938	Gm26704
105245939	Gm41311
105245940	Gm41312
105245941	Gm41313
105245942	Gm41314
105245943	Gm41315
105245944	Gm41316
105245945	Gm41317
105245946	Gm41318
105245947	Gm41319
105245948	Gm41320
105245949	Gm41321
105245950	Gm41322
105245951	Gm41323
105245952	Gm41324
105245953	Gm41325
105245954	Gm41326
105245955	Gm41327
105245956	Gm41328
105245957	Gm16006
105245958	Gm41329
105245959	Gm41330
105245960	Gm41331
105245961	Gm41332
105245962	Gm41333
105245963	Gm41334
105245964	Gm41335
105245965	Gm41336
105245966	Gm41337
105245967	Gm41338
105245968	Gm41339
105245969	Gm41340
105245970	LOC105245970
105245971	Gm41341
105245972	Gm41342
105245973	Gm16308
105245974	Gm41343
105245975	Gm41344
105245976	Gm41345
105245977	Gm41346
105245978	LOC105245978
105245979	Gm41347
105245980	Gm41348
105245981	Gm41349
105245982	Gm41350
105245983	Gm41351
105245984	Gm41352
105245985	Gm41353
105245986	Gm41354
105245987	Gm41355
105245988	Gm41356
105245989	Gm41357
105245990	Gm20420
105245991	Gm41358
105245992	Gm41359
105245993	Gm41360
105245994	Gm41361
105245995	Gm41362
105245996	Gm41363
105245997	Gm41364
105245998	Gm41365
105245999	Gm41366
105246000	Gm41367
105246001	Gm41368
105246002	Gm41369
105246003	Gm41370
105246004	Gm41371
105246005	Gm41372
105246006	Gm41373
105246007	Gm41374
105246008	Gm15722
105246009	Gm41375
105246010	Gm41376
105246011	LOC105246011
105246012	Gm41377
105246013	Gm41378
105246014	Gm41379
105246015	Gm41380
105246016	LOC105246016
105246017	Gm41381
105246018	LOC105246018
105246019	Gm41382
105246020	Gm26760
105246021	Gm41383
105246022	Gm41384
105246023	Gm41385
105246024	Gm41386
105246025	Gm41387
105246026	Gm41388
105246027	Gm41389
105246028	Gm41390
105246029	Gm41391
105246030	Gm41392
105246031	Gm41393
105246032	Gm41394
105246033	Gm41395
105246034	LOC105246034
105246035	Gm41396
105246036	Gm41397
105246037	Gm41398
105246038	Gm41399
105246039	Gm41400
105246040	LOC105246040
105246041	Gm41401
105246042	Gm41402
105246043	Gm41403
105246044	Gm41404
105246045	Gm41405
105246046	LOC105246046
105246047	Gm41406
105246048	Gm41407
105246049	Gm41408
105246056	LOC105246056
105246058	Gm41409
105246059	Gm41410
105246060	Gm41411
105246061	Gm41412
105246062	LOC105246062
105246063	Gm41413
105246064	Gm41414
105246065	Gm41415
105246066	Gm41416
105246067	Gm41417
105246068	Gm41418
105246069	Gm41419
105246070	Gm41420
105246071	LOC105246071
105246073	Gm41421
105246074	Gm41422
105246075	Gm41423
105246076	Gm41424
105246077	Gm41425
105246078	LOC105246078
105246079	Gm41426
105246080	Gm41427
105246081	Gm41428
105246082	Gm41429
105246083	Gm41430
105246084	Gm41431
105246085	Gm41432
105246086	Gm26744
105246087	Gm41433
105246089	LOC105246089
105246090	Gm41434
105246091	Gm41435
105246092	Gm41436
105246093	Gm41437
105246094	Gm41438
105246095	Gm26562
105246096	Gm41439
105246097	Gm41440
105246098	Gm41441
105246099	Gm41442
105246100	Gm41443
105246101	Gm41444
105246102	Gm41445
105246103	Gm41446
105246104	Gm41447
105246105	Gm41448
105246106	LOC105246106
105246107	Gm41449
105246108	Gm41450
105246109	Gm41451
105246110	Gm41452
105246111	Gm41453
105246112	Gm41454
105246113	Gm41455
105246114	LOC105246114
105246115	Gm41456
105246116	Gm41457
105246117	Gm41458
105246118	Gm41459
105246119	Gm41460
105246120	Gm41461
105246121	Gm41462
105246122	Gm26800
105246123	Gm41463
105246124	Gm41464
105246125	Gm41465
105246126	Gm41466
105246127	Gm41467
105246128	Gm41468
105246129	Gm15597
105246130	Gm41469
105246131	Gm41470
105246132	Gm41471
105246133	Gm41472
105246135	Gm41473
105246136	Gm41474
105246137	Gm41475
105246138	Gm41476
105246140	Gm41477
105246142	Gm41478
105246143	Gm41479
105246144	Gm41480
105246145	Gm41481
105246146	Gm41482
105246147	Gm41483
105246148	Gm41484
105246149	Gm41485
105246150	Gm41486
105246151	LOC105246151
105246152	Gm41487
105246153	Gm41488
105246154	Gm41489
105246155	Gm41490
105246157	Gm41491
105246158	Gm41492
105246159	Gm41493
105246160	Gm41494
105246161	Gm41495
105246162	Gm41496
105246163	Gm41497
105246164	Gm41498
105246165	Gm41499
105246166	Gm41500
105246167	Gm41501
105246168	Gm41502
105246169	Gm41503
105246170	Gm41504
105246171	Gm41505
105246172	Gm41506
105246173	Gm41507
105246174	Gm41508
105246175	Gm41509
105246176	Gm41510
105246177	Gm41511
105246178	Gm41512
105246179	Gm41513
105246180	Gm41514
105246181	Gm41515
105246182	Gm41516
105246183	Gm41517
105246184	Gm41518
105246185	Gm41519
105246186	LOC105246186
105246187	Gm41520
105246188	Gm41521
105246189	Gm41522
105246190	Gm41523
105246191	Gm41524
105246192	Gm41525
105246193	Gm41526
105246194	Gm28505
105246195	Gm41527
105246196	Gm41528
105246197	Gm41529
105246205	LOC105246205
105246216	Gm41530
105246217	Gm16046
105246218	Gm41531
105246219	Gm41532
105246220	Gm41533
105246221	Gm41534
105246222	Gm41535
105246223	Gm26873
105246224	Gm41536
105246225	Gm41537
105246226	Gm41538
105246227	Gm41539
105246228	Gm41540
105246229	Gm41541
105246230	Gm41542
105246231	Gm41543
105246232	Gm41544
105246233	Gm41545
105246234	Gm41546
105246235	Gm41547
105246236	Gm41548
105246237	Gm41549
105246238	Gm41550
105246239	Gm41551
105246240	Gm41552
105246241	Gm41553
105246242	Gm41554
105246243	Gm41555
105246244	LOC105246244
105246245	LOC105246245
105246246	Gm16191
105246247	Gm16196
105246248	Gm41556
105246249	Gm41557
105246250	Gm41558
105246251	Gm41559
105246252	Gm41560
105246253	Gm41561
105246254	Gm41562
105246255	Gm41563
105246256	Gm41564
105246257	Gm41565
105246258	Gm41566
105246259	Gm41567
105246260	Gm41568
105246261	Gm41569
105246262	Gm41570
105246263	Gm41571
105246264	Gm41572
105246265	Gm41573
105246266	Gm41574
105246267	Gm41575
105246268	Gm15331
105246269	Gm41576
105246270	Gm41577
105246271	LOC105246271
105246272	Gm41578
105246273	Gm41579
105246274	Gm41580
105246275	Gm41581
105246276	Runx2os3
105246277	Gm41582
105246278	B230354K17Rik
105246279	Gm41583
105246280	Gm41584
105246281	Gm41585
105246282	Gm41586
105246283	Gm41587
105246284	Gm41588
105246285	Gm41589
105246286	Gm41590
105246287	Gm41591
105246288	Gm41592
105246289	Gm41593
105246290	Gm41594
105246291	Gm41595
105246292	Gm41596
105246293	Gm41597
105246294	Gm41598
105246295	Gm41599
105246296	Gm41600
105246297	Gm41601
105246298	Gm41602
105246299	Gm41603
105246300	Gm41604
105246301	Gm41605
105246302	Gm41606
105246303	Gm41607
105246304	Gm41608
105246305	LOC105246305
105246306	Gm41609
105246307	LOC105246307
105246308	Gm41610
105246309	Gm41611
105246310	Gm41612
105246311	Gm41613
105246312	Gm41614
105246313	Gm41615
105246314	Gm41616
105246315	Gm41617
105246316	Gm41618
105246317	Gm41619
105246318	Gm41620
105246319	Gm41621
105246320	Gm26637
105246321	Gm41622
105246322	Gm41623
105246323	Gm41624
105246324	Gm41625
105246325	Gm41626
105246326	Gm41627
105246327	Gm41628
105246328	Gm41629
105246329	Gm41630
105246330	Gm41631
105246331	Gm41632
105246332	Gm41633
105246333	Gm41634
105246334	Gm41635
105246335	Gm41636
105246336	Gm41637
105246337	Gm41638
105246338	Gm41639
105246339	Gm41640
105246340	Gm41641
105246341	Gm41642
105246342	Gm41643
105246343	Gm41644
105246344	Gm41645
105246346	Gm41646
105246347	Gm41647
105246348	Gm41648
105246349	Gm41649
105246350	Gm41650
105246351	Gm41651
105246352	Gm41652
105246353	Gm41653
105246354	Gm41654
105246355	Gm41655
105246356	LOC105246356
105246357	Gm41656
105246358	Gm41657
105246359	Gm41658
105246360	Gm41659
105246361	Gm41660
105246362	Gm41661
105246363	Gm41662
105246364	Gm41663
105246365	Gm41664
105246366	Mir133a-1hg
105246367	Gm41665
105246368	Gm41666
105246369	Gm41667
105246370	Gm29200
105246371	Gm41668
105246373	Gm41669
105246374	Gm41670
105246375	Gm41671
105246376	Gm41672
105246377	Gm41673
105246378	Gm41674
105246379	Gm41675
105246380	Gm41676
105246381	Gm41677
105246383	Gm41678
105246385	Gm41679
105246386	Gm41680
105246387	Gm41681
105246388	Gm26533
105246389	Gm26823
105246390	Gm41682
105246391	Gm41683
105246392	Gm41684
105246393	Gm41685
105246394	Gm41686
105246395	Gm41687
105246396	Gm41688
105246397	Gm41689
105246398	Gm41690
105246399	Gm41691
105246400	Gm41692
105246401	Gm41693
105246402	Gm41694
105246403	Gm41695
105246404	Gm41696
105246405	Gm41697
105246406	Gm41698
105246407	Gm41699
105246408	Gm41700
105246409	LOC105246409
105246410	Gm41701
105246412	Gm41702
105246413	Gm41703
105246414	Gm41704
105246415	Gm41705
105246416	Gm41706
105246417	Gm41707
105246418	Gm41708
105246419	Gm41709
105246420	Gm41710
105246421	Gm41711
105246422	Gm41712
105246423	Gm41713
105246424	Gm41714
105246425	Gm41715
105246426	Gm41716
105246427	Gm41717
105246428	Gm41718
105246429	Gm41719
105246430	Gm41720
105246431	Gm41721
105246432	Gm41722
105246433	Gm41723
105246434	Gm41724
105246435	Gm41725
105246436	Gm41726
105246437	Gm41727
105246438	Gm41728
105246439	Gm41729
105246440	Gm41730
105246441	LOC105246441
105246442	Gm41731
105246443	Gm41732
105246444	Gm41733
105246445	Gm41734
105246446	Gm41735
105246447	Gm41736
105246448	Gm41737
105246449	Gm41738
105246450	Gm41739
105246451	Gm41740
105246452	Gm15345
105246453	Gm26507
105246454	Gm41741
105246455	Gm41742
105246456	Gm41743
105246458	Gm41744
105246459	Gm41745
105246460	Gm41746
